epoch,loss,val_loss
0,0.08602124365128914,0.09536360700925191
0,0.19424343314664116,0.23546517690022786
1,0.11353276207529266,0.0882474273443222
2,0.04784410165076883,0.023891708999872207
3,0.037367843541091884,0.004875669380029043
4,0.02860737417760337,0.003197356623907884
5,0.0216017358631281,0.00331099396571517
6,0.019371167820846212,0.0046513475788136326
7,0.01305916230997135,0.007257826067507267
8,0.015141382735174406,0.008256279304623604
9,0.008667546822207755,0.006895599390069644
10,0.00923652757473033,0.0059303959521154566
11,0.009071867900964772,0.003838649345561862
12,0.007643004935555931,0.003570783076186975
13,0.009461690149880174,0.004622494739790758
14,0.007329553367714558,0.0047388066537678245
15,0.0074927202136865975,0.005405568548788627
16,0.007186730745537528,0.007824854180216789
17,0.009108112440524816,0.010724476228157679
18,0.007890423759818077,0.006273876503109932
19,0.0060045157743874806,0.003191772305096189
20,0.0067805414055955825,0.004246107675135136
21,0.006726345127641127,0.006597051334877809
22,0.007234166732563734,0.005436658610900243
23,0.005115425563417375,0.00530767540136973
24,0.005071021215026748,0.0050157748783628145
25,0.006042911253612617,0.0043428738601505755
26,0.005731250584960498,0.004109850960473219
27,0.0057307896686011345,0.0038941895589232446
28,0.006575936355210584,0.0033483772538602354
29,0.005524744721257995,0.005056971435745557
30,0.005163714458266723,0.005375373922288418
31,0.004568828366183001,0.004221366439014673
32,0.003798081676058214,0.004084535067280134
33,0.00499782740873092,0.005191111378371716
34,0.005633846459235868,0.005664692881206672
35,0.005913270223917889,0.004892893632253011
36,0.004851525882259011,0.00381553927436471
37,0.0039039775990110277,0.0034144237947960694
38,0.004688961419341122,0.004482710423568885
39,0.004511488505221647,0.003409746227165063
40,0.004856038161208211,0.005923629241685073
41,0.005011397995986044,0.007735457768042882
42,0.004008561159997922,0.004477275504420201
43,0.004626517440995266,0.00351989371702075
44,0.004078245071437338,0.00337182879447937
45,0.003973640116124317,0.003833764372393489
46,0.004175549336901769,0.0051924024398128195
47,0.003902844088111908,0.0031595485595365363
48,0.00518480628921554,0.005232844067116578
49,0.004474809142391615,0.004529277173181375
50,0.003955072016808493,0.004175718252857526
51,0.005006585591312112,0.008920489251613617
52,0.004227460891907585,0.0034207658221324286
53,0.0041923594454319445,0.0033371951741476853
54,0.004669803451618244,0.0070513544604182245
55,0.0038446369038991116,0.004032837102810541
56,0.003860217027350104,0.003453951422125101
57,0.003982808874470407,0.00446698231001695
58,0.004992780315786086,0.005511796257148187
59,0.003914462396441477,0.0034774493426084517
60,0.004417770934604301,0.003211597353219986
61,0.005240044027671282,0.004277186840772629
62,0.004482187173662482,0.004561693004022042
63,0.0036718264816264653,0.005919461883604526
64,0.003078999688270791,0.004147848238547643
65,0.003733818124225042,0.00341940817112724
66,0.004597053293074514,0.004033160395920277
67,0.003697255774850732,0.004174587906648716
68,0.003174680855189418,0.0031755010597407816
69,0.003965415269264887,0.003324033444126447
70,0.004076786237921373,0.007916140245894591
71,0.004284378390052709,0.004271373649438222
72,0.004832023626257633,0.00316607312609752
73,0.004438570756786342,0.006390416497985522
74,0.0039002176726453714,0.003946187843879064
75,0.003496093884238909,0.003801319965471824
76,0.004378701283211081,0.003563125416015585
77,0.0031084344072010496,0.003288171688715617
78,0.003956036758609116,0.0038492866791784764
79,0.004300100969728725,0.004171443171799183
80,0.00420669206329782,0.003977239380280177
81,0.0047316906877375884,0.0029606707394123077
82,0.0036682634642508267,0.004088180977851153
83,0.003325608401390692,0.004566225782036781
84,0.003896235472297874,0.003275420640905698
85,0.002983692728870163,0.0031390735258658726
86,0.0039551886674699145,0.006285967988272508
87,0.0040000172107127205,0.004746975004673004
88,0.0038231381692859375,0.004767759889364243
89,0.0032885615685794116,0.0032603172585368156
90,0.005100634834199245,0.007704231205085913
91,0.0037724849720814683,0.004732869906971852
92,0.003822635493947771,0.0030786199184755485
93,0.003494507536805909,0.0031060999259352683
94,0.003215203826428102,0.004400531419863304
95,0.0036636634776469096,0.00519364948074023
96,0.004376851391561073,0.003040817193686962
97,0.0042442185568406475,0.004394160428394874
98,0.004218838402423365,0.004463964141905308
99,0.003277931348340393,0.0035516266555835805
0,0.0879751240898823,0.13667223552862803
1,0.06680998899813356,0.09800884226957957
2,0.04923075677602198,0.06916785538196564
3,0.04073625668112574,0.04862369845310847
4,0.03222817388074151,0.03512485176324844
5,0.02530070940225289,0.024847433467706046
6,0.022945260693287027,0.018236489842335384
7,0.02053090608839331,0.017512285461028416
8,0.020178456036052828,0.016757968068122863
9,0.01849020718885907,0.017300185561180115
10,0.017105032561411118,0.01772933155298233
11,0.014666610157542765,0.014547166973352432
12,0.01306894158237967,0.00986920880774657
13,0.012671994350465208,0.008578987667957942
14,0.013062233169531,0.009649210423231126
15,0.012534841445499453,0.010606293752789497
16,0.01246050599127494,0.008746896187464397
17,0.012826676448357516,0.009800496449073156
18,0.010589985754983178,0.008333562004069487
19,0.0107032285104024,0.006975660162667433
20,0.011360433683248943,0.0066798852756619455
21,0.007955187128792549,0.006935012588898341
22,0.010581132795276314,0.0065088891113797825
23,0.009674421719331616,0.008781173825263977
24,0.009251111026467949,0.007330754026770592
25,0.014587723489465385,0.007950344122946262
26,0.008588340470631575,0.010116862133145332
27,0.008488863265013387,0.008226157414416473
28,0.009605389281079686,0.010300282388925552
29,0.008534501820545772,0.01102716823418935
30,0.006825764117569759,0.008182943612337113
31,0.009509919235354354,0.008508705223600069
32,0.009284399963658431,0.009850337356328964
33,0.00784080260401142,0.005615627703567346
34,0.008127797025673348,0.007449117054541906
35,0.01058662315862703,0.0080556512499849
36,0.007512698062406531,0.0065938243021567665
37,0.008154332698001686,0.005799379168699185
38,0.008739033906624234,0.006451402107874552
39,0.007335226886488241,0.006509971059858799
40,0.008991556177879202,0.010638567432761193
41,0.008156289723862347,0.005838403167823951
42,0.009221033434030312,0.006507144744197528
43,0.008645432551616225,0.005757872108370065
44,0.008261897472728943,0.004525609562794367
45,0.007246197438156554,0.00738676805049181
46,0.00755491416002142,0.008286342273155849
47,0.007959207812934342,0.01126980148255825
48,0.008704349591300405,0.008034338802099228
49,0.008180957078805258,0.005963482987135648
50,0.007977602425320396,0.01130699117978414
51,0.006780732679983665,0.007432706281542778
52,0.00667329660640901,0.004626516594241062
53,0.008183668913512394,0.006254563915232817
54,0.008663582840356333,0.008212614183624586
55,0.00739464265743977,0.008479407988488674
56,0.008688592930035344,0.0048741649525860945
57,0.010201770920659704,0.005641256893674533
58,0.007316482189143526,0.010018587360779445
59,0.007800358022434701,0.006457798648625612
60,0.008078796403675243,0.005732457215587298
61,0.008818100599957437,0.01139554517964522
62,0.007346315903524901,0.006788890529423952
63,0.00711771570435115,0.004626990171770254
64,0.0075098437915459785,0.007513462441662947
65,0.0066192333971888855,0.00727456621825695
66,0.007983054496058873,0.006616461370140314
67,0.006387714296579361,0.005473954696208238
68,0.00816714247801052,0.005957803005973498
69,0.0056219026085053535,0.010397295405467352
70,0.007329756795460808,0.006336876874168714
71,0.005501059917652787,0.004224030983944734
72,0.009354808833450079,0.007717222596208255
73,0.006262571133416274,0.008089635769526165
74,0.006432934951213798,0.008263754968841871
75,0.006951102689872014,0.005132697770992915
76,0.005615176926045839,0.007083299445609251
77,0.006678713132338277,0.006321334714690844
78,0.0069796146889185085,0.006656987716754278
79,0.005685568650670606,0.0033864836829404035
80,0.006912718880279311,0.005543243885040283
81,0.0071939720976937176,0.009253819535175959
82,0.0065727702899964465,0.005845121604700883
83,0.006013916986031008,0.005108076302955548
84,0.00694115524549551,0.008744692864517371
85,0.005836737410422286,0.0058359351009130474
86,0.006926621101668169,0.004632643734415372
87,0.006446102450417098,0.004170747908453147
88,0.005602243316263474,0.00818438157439232
89,0.00759836146607995,0.004813328633705775
90,0.006753349516155391,0.00509560148542126
91,0.005442568341848151,0.008594439178705216
92,0.007970281675907558,0.008385128403703371
93,0.005569620776504022,0.005947038345038891
94,0.005639115577274612,0.005563196539878845
95,0.005610974377085422,0.006462439708411693
96,0.0051867477445269065,0.006205034752686818
97,0.006574220154514729,0.007061811660726865
98,0.005863293266758837,0.005974259103337923
99,0.005739410327554777,0.007364774184922377
