epoch,loss,val_loss
0,0.13617434904531198,0.22755262468542373
1,0.08800766617059708,0.12541104959590094
2,0.06552861437753395,0.069406729723726
3,0.04660556023871457,0.03764357790350914
4,0.046902875726421676,0.026229158842137883
5,0.030585696644805097,0.03733267422233309
6,0.03393257837052698,0.0421085889850344
7,0.030277591957538215,0.03433795353131635
8,0.027376035435332194,0.029826725966164043
9,0.028665952936366753,0.03140152458633695
10,0.024187692544526525,0.018712378506149565
11,0.02185819270434203,0.021837488082902774
12,0.021200720703712216,0.013014354876109533
13,0.017987146145767637,0.010752235007073199
14,0.01749821448767627,0.006641200943184751
15,0.017548313778307702,0.00938675579215799
16,0.016431766665644117,0.006789492443203926
17,0.01786637044063321,0.006014633058969464
18,0.0174154165994238,0.00276340135107083
19,0.014221768274351402,0.0046727718519313
20,0.014105135868131011,0.005250877767269101
21,0.01553018515308698,0.0016120078590964632
22,0.015079532749950886,0.003946742674868021
23,0.01563320519333636,0.003544639895803162
24,0.012202907802054175,0.0033941654754536493
25,0.013205149935351478,0.0023413867290530887
26,0.012023500028859687,0.0018574552377685905
27,0.01380318158340675,0.0027629270417881863
28,0.01265349430549476,0.0024988620675035884
29,0.011511478849031307,0.0025862830890608685
30,0.011702599297105163,0.00620411808735558
31,0.010831328005426459,0.004120394820347428
32,0.01298230165546691,0.0011479975115175226
33,0.010420986658169163,0.006493333993213517
34,0.011597096023184282,0.0017098171270585486
35,0.011109985376673716,0.004926017618605069
36,0.010899700707307568,0.004411541890086872
37,0.010497605014178488,0.0026943066955677102
38,0.010766252323433204,0.002761372664411153
39,0.01052893429166741,0.0031274693153266397
40,0.009051141225629382,0.006063522571431739
41,0.009198312751120992,0.00158026215753385
42,0.008874201526244482,0.0032457881939730476
43,0.009849480249815516,0.003003461053594947
44,0.008345427336516205,0.003149013334353055
45,0.007592787422860662,0.001227730161709977
46,0.009000307845848578,0.0018292609602212906
47,0.007996510421098382,0.003639694203489593
48,0.007726131679697169,0.001456589496228844
49,0.009431066836609884,0.0051289946506065985
50,0.008532118121231044,0.00140123551578394
51,0.00875005436440309,0.003154014137440494
52,0.009029077262514167,0.004359371427978788
53,0.009405596699151728,0.002292064800193267
54,0.009203629050817754,0.0018588859321815626
55,0.007087633220685853,0.0024030368575560196
56,0.00888509434406404,0.002277896323773478
57,0.008114324054784246,0.0012522295998808528
58,0.008568563403699684,0.002236998889462224
59,0.008659124943531223,0.003002032371503966
60,0.008707611925072141,0.001225521247501352
61,0.00802535505068523,0.003294110331418259
62,0.008353989709306646,0.0016182996831568225
63,0.008226180414634722,0.0015414685143956117
64,0.006976816958437364,0.0024584394081362654
65,0.008108449185749999,0.0033780487719923258
66,0.007393739582901752,0.001507495263857501
67,0.007232973179607479,0.002352439831676228
68,0.008439106107861907,0.003395399311557412
69,0.007489048082519461,0.0015619170486128756
70,0.008110806138979064,0.003416588363636817
71,0.007913433756955244,0.0016969296848401427
72,0.008654919487458688,0.0034054411641721216
73,0.007256650969524075,0.0014124510593579284
74,0.007473139126819593,0.003743061496477042
75,0.007244549346742807,0.005730566236057452
76,0.007810053381103056,0.0012786132532970182
77,0.008277838592658992,0.002733193138348205
78,0.006763300651477443,0.001325607333066208
79,0.006691920001887613,0.0013059207620764418
80,0.0076970698449898645,0.0028221529043678728
81,0.006317811155760729,0.0013551930896937847
