Close,Timestamp,High,Low,Open
257.0,1425535200,257.0,257.0,257.0
280.89,1425542400,280.89,280.89,280.89
277.01999999,1425549600,277.01999999,277.01999999,277.01999999
277.01999999,1425556800,277.01999999,277.01999999,277.01999999
277.01999999,1425564000,277.01999999,277.01999999,277.01999999
277.01999999,1425571200,277.01999999,277.01999999,277.01999999
277.01999999,1425578400,277.01999999,277.01999999,277.01999999
257.00012,1425585600,277.00999998,257.00012,277.00999998
257.00012,1425592800,257.00012,257.00012,257.00012
257.00012,1425600000,257.00012,257.00012,257.00012
269.00014063,1425607200,269.00014063,269.00014063,269.00014063
269.00014063,1425614400,269.00014063,269.00014063,269.00014063
269.00014063,1425621600,269.00014063,269.00014063,269.00014063
270.00199997,1425628800,270.00199997,268.70014063,268.70014063
270.00199997,1425636000,270.00199997,270.00199997,270.00199997
270.00199997,1425643200,270.00199997,270.00199997,270.00199997
270.00199997,1425650400,270.00199997,270.00199997,270.00199997
270.00199997,1425657600,270.00199997,270.00199997,270.00199997
270.00199997,1425664800,270.00199997,270.00199997,270.00199997
263.00016695,1425672000,263.00016695,263.00016695,263.00016695
260.0,1425679200,271.00199999,260.0,263.00016695
260.00000522,1425686400,260.00000522,260.00000522,260.00000522
260.00000522,1425693600,260.00000522,260.00000522,260.00000522
260.00000522,1425700800,260.00000522,260.00000522,260.00000522
260.00000522,1425708000,260.00000522,260.00000522,260.00000522
260.00000522,1425715200,260.00000522,260.00000522,260.00000522
260.00000522,1425722400,260.00000522,260.00000522,260.00000522
260.00000522,1425729600,260.00000522,260.00000522,260.00000522
260.00000522,1425736800,260.00000522,260.00000522,260.00000522
260.00000522,1425744000,260.00000522,260.00000522,260.00000522
260.00000522,1425751200,260.00000522,260.00000522,260.00000522
260.00000522,1425758400,260.00000522,260.00000522,260.00000522
260.00000522,1425765600,260.00000522,260.00000522,260.00000522
260.00000522,1425772800,260.00000522,260.00000522,260.00000522
260.00000522,1425780000,260.00000522,260.00000522,260.00000522
260.00000522,1425787200,260.00000522,260.00000522,260.00000522
260.00000522,1425794400,260.00000522,260.00000522,260.00000522
260.00000522,1425801600,260.00000522,260.00000522,260.00000522
260.00000522,1425808800,260.00000522,260.00000522,260.00000522
265.00000001,1425816000,265.00000001,265.0,265.0
260.000401,1425823200,265.0,260.000401,265.0
275.002,1425830400,275.002,260.000401,260.00040101
275.002,1425837600,275.002,275.002,275.002
260.000031,1425844800,260.00040101,260.000031,260.00040101
260.00003101,1425852000,260.00003101,260.00003101,260.00003101
260.00003101,1425859200,260.00003101,260.00003101,260.00003101
260.00003101,1425866400,260.00003101,260.00003101,260.00003101
260.00003101,1425873600,260.00003101,260.00003101,260.00003101
260.00003101,1425880800,260.00003101,260.00003101,260.00003101
260.00003101,1425888000,260.00003101,260.00003101,260.00003101
276.15018646,1425895200,276.15018646,260.00003101,260.00003101
276.15018646,1425902400,276.15018646,276.15018646,276.15018646
262.00000001,1425909600,262.00000001,262.00000001,262.00000001
280.99999999,1425916800,280.99999999,280.99999999,280.99999999
262.59000002,1425924000,262.59000002,262.59000002,262.59000002
282.0,1425931200,285.0,280.99999998,280.99999998
264.00000533,1425938400,264.00000533,264.00000533,264.00000533
264.00000533,1425945600,264.00000533,264.00000533,264.00000533
264.00000533,1425952800,264.00000533,264.00000533,264.00000533
264.00000533,1425960000,264.00000533,264.00000533,264.00000533
264.00006389,1425967200,290.99999997,264.00006385,264.00006385
279.00006387,1425974400,279.00006387,264.00006385,264.00006385
279.00006387,1425981600,279.00006387,279.00006387,279.00006387
279.00006387,1425988800,279.00006387,279.00006387,279.00006387
279.00006387,1425996000,279.00006387,279.00006387,279.00006387
291.0,1426003200,291.0,289.44944439,289.44944439
291.0,1426010400,291.0,291.0,291.0
291.0,1426017600,291.0,291.0,291.0
291.0,1426024800,291.0,291.0,291.0
291.0,1426032000,291.0,291.0,291.0
292.95011128,1426039200,292.95011128,279.00010602,279.00010602
292.95011129,1426046400,292.95011129,292.95011128,292.95011128
279.00010602,1426053600,279.00010602,279.00010602,279.00010602
279.00011726,1426060800,279.00011726,279.00011726,279.00011726
279.00011726,1426068000,279.00011726,279.00011726,279.00011726
279.00018189,1426075200,279.00018189,279.00018189,279.00018189
289.00010602,1426082400,289.00010602,289.00010602,289.00010602
289.00010602,1426089600,289.00010602,289.00010602,289.00010602
288.00010602,1426096800,288.00010602,279.00019875,279.00023515
289.00010602,1426104000,289.00010602,289.00010602,289.00010602
276.00000001,1426111200,276.00000001,276.00000001,276.00000001
276.00000001,1426118400,276.00000001,276.00000001,276.00000001
276.0,1426125600,289.00010602,276.0,289.00010602
276.0,1426132800,276.0,276.0,276.0
276.0,1426140000,276.0,276.0,276.0
276.0,1426147200,276.0,276.0,276.0
276.00000112,1426154400,276.00000112,276.00000112,276.00000112
276.00000112,1426161600,276.00000112,276.00000112,276.00000112
276.00000112,1426168800,276.00000112,276.00000112,276.00000112
276.00000112,1426176000,276.00000112,276.00000112,276.00000112
276.00000112,1426183200,276.00000112,276.00000112,276.00000112
276.00000112,1426190400,276.00000112,276.00000112,276.00000112
276.00000112,1426197600,276.00000112,276.00000112,276.00000112
300.99999959,1426204800,300.99999959,276.0,276.00000111
300.99999959,1426212000,300.99999959,300.99999959,300.99999959
300.9999995,1426219200,300.9999995,300.99999949,300.99999949
300.9999995,1426226400,300.9999995,300.9999995,300.9999995
300.9999995,1426233600,300.9999995,300.9999995,300.9999995
300.9999995,1426240800,300.9999995,300.9999995,300.9999995
300.9999995,1426248000,300.9999995,300.9999995,300.9999995
300.9999995,1426255200,300.9999995,300.9999995,300.9999995
300.9999995,1426262400,300.9999995,300.9999995,300.9999995
300.9999995,1426269600,300.9999995,300.9999995,300.9999995
275.11000009,1426276800,275.1100001,275.11000009,275.1100001
275.11000009,1426284000,275.11000009,275.11000009,275.11000009
275.11000009,1426291200,275.11000009,275.11000009,275.11000009
275.11000009,1426298400,275.11000009,275.11000009,275.11000009
275.11000009,1426305600,275.11000009,275.11000009,275.11000009
275.11000009,1426312800,275.11000009,275.11000009,275.11000009
275.11000009,1426320000,275.11000009,275.11000009,275.11000009
275.1,1426327200,275.1100001,275.1,275.1100001
275.1,1426334400,275.1,275.1,275.1
275.1,1426341600,275.1,275.1,275.1
275.1,1426348800,275.1,275.1,275.1
275.1,1426356000,275.1,275.1,275.1
275.10000036,1426363200,275.10000036,275.10000036,275.10000036
275.10000036,1426370400,275.10000036,275.10000036,275.10000036
275.10000036,1426377600,275.10000036,275.10000036,275.10000036
275.10800036,1426384800,275.10800036,275.10000036,275.10000036
275.10800036,1426392000,275.10800036,275.10800036,275.10800036
275.10800036,1426399200,275.10800036,275.10800036,275.10800036
275.1,1426406400,275.11100001,275.1,275.11100001
275.1,1426413600,275.1,275.1,275.1
275.1,1426420800,275.1,275.1,275.1
275.1,1426428000,275.10000001,275.1,275.10000001
282.10800036,1426435200,282.10800036,279.10800033,279.10800033
282.10800036,1426442400,282.10800036,282.10800036,282.10800036
282.10800036,1426449600,282.10800036,282.10800036,282.10800036
282.10800036,1426456800,282.10800036,282.10800036,282.10800036
282.10800036,1426464000,282.10800036,282.10800036,282.10800036
300.9999995,1426471200,300.9999995,300.9999995,300.9999995
300.9999995,1426478400,300.9999995,300.9999995,300.9999995
275.0,1426485600,275.10000023,275.0,275.10000023
275.0,1426492800,275.0,275.0,275.0
275.0,1426500000,275.0,275.0,275.0
275.0,1426507200,275.0,275.0,275.0
275.0,1426514400,275.0,275.0,275.0
275.0,1426521600,275.0,275.0,275.0
275.0,1426528800,275.0,275.0,275.0
275.0,1426536000,275.0,275.0,275.0
275.0,1426543200,275.0,275.0,275.0
275.0,1426550400,275.0,275.0,275.0
275.0,1426557600,275.0,275.0,275.0
275.0,1426564800,275.0,275.0,275.0
275.0,1426572000,275.0,275.0,275.0
275.0,1426579200,275.0,275.0,275.0
275.0,1426586400,275.0,275.0,275.0
275.00000003,1426593600,275.00000003,275.00000003,275.00000003
275.00000003,1426600800,275.00000003,275.00000003,275.00000003
275.00000003,1426608000,275.00000003,275.00000003,275.00000003
275.00000003,1426615200,275.00000003,275.00000003,275.00000003
275.00000003,1426622400,275.00000003,275.00000003,275.00000003
275.00000003,1426629600,275.00000003,275.00000003,275.00000003
275.00000003,1426636800,275.00000003,275.00000003,275.00000003
275.00000003,1426644000,275.00000003,275.00000003,275.00000003
275.00000003,1426651200,275.00000003,275.00000003,275.00000003
275.00000003,1426658400,275.00000003,275.00000003,275.00000003
280.0,1426665600,280.0,275.00000008,275.00000009
280.0,1426672800,280.0,280.0,280.0
280.0,1426680000,282.00000001,280.0,282.00000001
280.0,1426687200,280.0,280.0,280.0
275.00000004,1426694400,275.00000009,275.00000004,275.00000009
275.00000004,1426701600,275.00000004,275.00000004,275.00000004
267.01000006,1426708800,267.01000006,267.01000006,267.01000006
262.09000001,1426716000,267.01000005,262.09000001,267.01000005
267.01000006,1426723200,267.01000006,267.01000006,267.01000006
267.01000006,1426730400,267.01000006,267.01000006,267.01000006
257.0,1426737600,257.00000102,257.0,257.00000102
257.00000001,1426744800,257.00000001,257.00000001,257.00000001
262.89248194,1426752000,262.89248194,262.89248194,262.89248194
257.00000001,1426759200,257.00000001,257.0,257.00000001
254.79000001,1426766400,255.55013362,254.79000001,255.55013362
254.79000001,1426773600,254.79000001,254.79000001,254.79000001
254.79000001,1426780800,254.79000001,254.79000001,254.79000001
254.79000001,1426788000,254.79000001,254.79000001,254.79000001
264.84631516,1426795200,264.84631516,248.82158047,254.11285785
264.84631516,1426802400,264.84631516,264.84631516,264.84631516
264.84631516,1426809600,264.84631516,264.84631516,264.84631516
264.84631516,1426816800,264.84631516,264.84631516,264.84631516
264.84631516,1426824000,264.84631516,264.84631516,264.84631516
255.50064125,1426831200,255.50064125,254.89895126,254.89895127
255.46672379,1426838400,255.4667238,255.46672379,255.4667238
267.97667574,1426845600,267.97667574,267.97667574,267.97667574
265.97498471,1426852800,265.97498471,265.97498471,265.97498471
265.97498471,1426860000,265.97498471,265.97498471,265.97498471
265.97498471,1426867200,265.97498471,265.97498471,265.97498471
254.82343263,1426874400,254.82343263,254.82343263,254.82343263
263.56083094,1426881600,263.56083094,263.56083094,263.56083094
263.56083094,1426888800,263.56083094,263.56083094,263.56083094
263.56083094,1426896000,263.56083094,263.56083094,263.56083094
263.56083094,1426903200,263.56083094,263.56083094,263.56083094
254.69135706,1426910400,256.24002447,254.69135706,256.24002447
262.24467816,1426917600,262.24467816,262.24467816,262.24467816
262.24467816,1426924800,262.24467816,262.24467816,262.24467816
256.13784798,1426932000,256.13785055,256.1378454,256.1378454
256.13784798,1426939200,256.13784798,256.13784798,256.13784798
256.13784798,1426946400,256.13784798,256.13784798,256.13784798
263.19298262,1426953600,263.19298262,256.13785055,256.13785055
263.19298262,1426960800,263.19298262,263.19298262,263.19298262
263.19298262,1426968000,263.19298262,263.19298262,263.19298262
263.19298262,1426975200,263.19298262,263.19298262,263.19298262
263.19298262,1426982400,263.19298262,263.19298262,263.19298262
263.19298262,1426989600,263.19298262,263.19298262,263.19298262
263.19298262,1426996800,263.19298262,263.19298262,263.19298262
265.13784797,1427004000,265.17833558,265.13784797,265.13784797
265.13784797,1427011200,265.13784797,265.13784797,265.13784797
265.13784797,1427018400,265.13784797,265.13784797,265.13784797
265.13784797,1427025600,265.13784797,265.13784797,265.13784797
265.13784797,1427032800,265.13784797,265.13784797,265.13784797
265.56083094,1427040000,265.56083094,263.77341,263.77341
265.56083094,1427047200,265.56083094,265.56083094,265.56083094
267.51684843,1427054400,267.51684843,264.39754824,265.56083095
267.51684843,1427061600,267.51684843,267.51684843,267.51684843
263.5365229,1427068800,274.29809789,263.5365229,270.32946018
263.5365229,1427076000,263.5365229,263.5365229,263.5365229
263.5365229,1427083200,263.5365229,263.5365229,263.5365229
263.5365229,1427090400,263.5365229,263.5365229,263.5365229
263.5365229,1427097600,263.5365229,263.5365229,263.5365229
263.5365229,1427104800,263.5365229,263.5365229,263.5365229
263.5365229,1427112000,263.5365229,263.5365229,263.5365229
263.91683081,1427119200,263.91683081,263.91683081,263.91683081
263.91683081,1427126400,263.91683081,263.91683081,263.91683081
260.67351138,1427133600,272.95923679,260.67351138,263.91683081
260.67351138,1427140800,260.67351138,260.67351138,260.67351138
260.67351138,1427148000,260.67351138,260.67351138,260.67351138
263.01895538,1427155200,263.01895538,263.01895538,263.01895538
263.01895538,1427162400,263.01895538,263.01895538,263.01895538
263.01895538,1427169600,263.01895538,263.01895538,263.01895538
271.59604827,1427176800,271.59604827,260.73744563,263.01899763
271.59604827,1427184000,271.59604827,271.59604827,271.59604827
271.59604827,1427191200,271.59604827,271.59604827,271.59604827
247.5631,1427198400,247.5631,247.5631,247.5631
242.5255,1427205600,247.5631,242.5255,247.5631
244.93638342,1427212800,244.93638342,244.93638342,244.93638342
244.93638342,1427220000,244.93638342,244.93638342,244.93638342
244.93638342,1427227200,244.93638342,244.93638342,244.93638342
242.52550736,1427234400,242.52550736,242.52550736,242.52550736
273.0,1427241600,273.0,272.99999999,272.99999999
273.0,1427248800,273.0,273.0,273.0
272.5,1427256000,272.5,272.5,272.5
272.5,1427263200,272.5,272.5,272.5
272.5,1427270400,272.5,272.5,272.5
272.5,1427277600,272.5,272.5,272.5
254.46252276,1427284800,254.46252276,254.46252276,254.46252276
253.30730605,1427292000,253.30730605,250.76278684,250.76278684
253.30730605,1427299200,253.30730605,253.30730605,253.30730605
247.47551488,1427306400,247.47551488,247.47551488,247.47551488
247.47551488,1427313600,247.47551488,247.47551488,247.47551488
247.47551488,1427320800,247.47551488,247.47551488,247.47551488
251.36855193,1427328000,251.36855193,251.36855193,251.36855193
242.5255,1427335200,242.5255,242.5255,242.5255
242.5255,1427342400,242.5255,242.5255,242.5255
242.5255,1427349600,242.5255,242.5255,242.5255
242.5255,1427356800,242.5255,242.5255,242.5255
242.5255,1427364000,242.5255,242.5255,242.5255
242.5255,1427371200,242.5255,242.5255,242.5255
242.5255,1427378400,242.5255,242.5255,242.5255
242.5255,1427385600,242.5255,242.5255,242.5255
242.5255,1427392800,242.5255,242.5255,242.5255
242.5255,1427400000,242.5255,242.5255,242.5255
242.5255,1427407200,242.5255,242.5255,242.5255
253.22011045,1427414400,253.22011045,253.22011045,253.22011045
253.22011045,1427421600,253.22011045,253.22011045,253.22011045
253.22011045,1427428800,253.22011045,253.22011045,253.22011045
253.22011045,1427436000,253.22011045,253.22011045,253.22011045
253.22011045,1427443200,253.22011045,253.22011045,253.22011045
253.22011045,1427450400,253.22011045,253.22011045,253.22011045
253.22011045,1427457600,253.22011045,253.22011045,253.22011045
253.22011045,1427464800,253.22011045,253.22011045,253.22011045
242.91750001,1427472000,242.91750001,242.91750001,242.91750001
242.91750001,1427479200,242.91750001,242.91750001,242.91750001
253.3527,1427486400,253.3527,253.3527,253.3527
253.3527,1427493600,253.3527,253.3527,253.3527
253.3527,1427500800,253.3527,253.3527,253.3527
253.3527,1427508000,253.3527,253.3527,253.3527
243.6819,1427515200,243.68190247,243.6819,243.68190247
243.6819,1427522400,243.6819,243.6819,243.6819
243.6819,1427529600,243.6819,243.6819,243.6819
243.6819,1427536800,243.6819,243.6819,243.6819
243.6819,1427544000,243.6819,243.6819,243.6819
249.22154266,1427551200,249.22154266,249.22154266,249.22154266
249.22154266,1427558400,249.22154266,249.22154266,249.22154266
249.22154266,1427565600,249.22154266,249.22154266,249.22154266
248.72849578,1427572800,258.88067929,247.96933001,249.22154265
248.72849578,1427580000,248.72849578,248.72849578,248.72849578
252.0705,1427587200,252.0705,252.0705,252.0705
252.0705,1427594400,252.0705,252.0705,252.0705
252.0705,1427601600,252.0705,252.0705,252.0705
252.0705,1427608800,252.0705,252.0705,252.0705
247.96933001,1427616000,247.96933002,247.96933001,247.96933002
247.96933001,1427623200,247.96933001,247.96933001,247.96933001
247.96933001,1427630400,247.96933001,247.96933001,247.96933001
247.96933001,1427637600,247.96933001,247.96933001,247.96933001
247.96933001,1427644800,247.96933001,247.96933001,247.96933001
247.96933001,1427652000,247.96933001,247.96933001,247.96933001
247.96933001,1427659200,247.96933001,247.96933001,247.96933001
247.96933001,1427666400,247.96933001,247.96933001,247.96933001
247.96933001,1427673600,247.96933001,247.96933001,247.96933001
247.96933001,1427680800,247.96933001,247.96933001,247.96933001
247.96933001,1427688000,247.96933001,247.96933001,247.96933001
247.96933001,1427695200,247.96933001,247.96933001,247.96933001
247.96933001,1427702400,247.96933001,247.96933001,247.96933001
247.96933001,1427709600,247.96933001,247.96933001,247.96933001
247.96933001,1427716800,247.96933001,247.96933001,247.96933001
252.41871251,1427724000,252.41871251,242.52550001,242.52550001
252.41871251,1427731200,252.41871251,252.41871251,252.41871251
252.41871251,1427738400,252.41871251,252.41871251,252.41871251
244.3434,1427745600,244.34340001,244.3434,244.34340001
254.35279355,1427752800,254.35279355,244.19600333,244.19600333
254.35279355,1427760000,254.35279355,254.35279355,254.35279355
243.73372795,1427767200,253.5414,243.73372795,253.5414
253.7301,1427774400,253.7301,253.7301,253.7301
243.5692,1427781600,243.56920001,243.5692,243.56920001
252.11188864,1427788800,252.11188864,243.52675235,243.52675235
252.11188864,1427796000,252.11188864,252.11188864,252.11188864
252.11188864,1427803200,252.11188864,252.11188864,252.11188864
242.5255,1427810400,242.5255,242.5255,242.5255
242.5255,1427817600,242.5255,242.5255,242.5255
242.5255,1427824800,242.5255,242.5255,242.5255
249.33852966,1427832000,249.33852966,249.2217,249.2217
249.33852966,1427839200,249.33852966,249.33852966,249.33852966
249.33852966,1427846400,249.33852966,249.33852966,249.33852966
249.33852966,1427853600,249.33852966,249.33852966,249.33852966
239.87000019,1427860800,239.87000019,239.87000019,239.87000019
249.0,1427868000,250.0,248.10113517,249.7
249.0,1427875200,249.0,249.0,249.0
249.0,1427882400,249.0,249.0,249.0
249.0,1427889600,249.0,249.0,249.0
249.0,1427896800,249.0,249.0,249.0
249.0,1427904000,249.0,249.0,249.0
249.0,1427911200,249.0,249.0,249.0
249.0,1427918400,249.0,249.0,249.0
249.0,1427925600,249.0,249.0,249.0
249.0,1427932800,249.0,249.0,249.0
249.0,1427940000,249.0,249.0,249.0
249.0,1427947200,249.0,249.0,249.0
249.0,1427954400,249.0,249.0,249.0
245.47586455,1427961600,245.47586455,245.47586455,245.47586455
245.47586455,1427968800,245.47586455,245.47586455,245.47586455
245.47586455,1427976000,245.47586455,245.47586455,245.47586455
245.47586455,1427983200,245.47586455,245.47586455,245.47586455
251.87952702,1427990400,251.87952702,251.61405978,251.61405978
253.07264203,1427997600,253.07264203,253.07264203,253.07264203
255.0,1428004800,255.0,229.00000001,229.00000001
255.0,1428012000,255.0,255.0,255.0
255.0,1428019200,255.0,255.0,255.0
255.0,1428026400,255.0,255.0,255.0
255.0,1428033600,255.0,255.0,255.0
255.0,1428040800,255.0,255.0,255.0
255.0,1428048000,255.0,255.0,255.0
255.0,1428055200,255.0,255.0,255.0
255.0,1428062400,255.0,255.0,255.0
253.5,1428069600,253.5,253.5,253.5
253.5,1428076800,253.5,253.5,253.5
253.5,1428084000,253.5,253.5,253.5
253.5,1428091200,253.5,253.5,253.5
255.0,1428098400,255.0,254.99999999,254.99999999
255.0,1428105600,255.0,255.0,255.0
255.0,1428112800,255.0,255.0,255.0
255.0,1428120000,255.0,255.0,255.0
248.9973997,1428127200,252.58700541,248.9973997,252.58700541
248.9973997,1428134400,248.9973997,248.9973997,248.9973997
254.42717667,1428141600,254.42717667,254.42717667,254.42717667
254.42717667,1428148800,254.42717667,254.42717667,254.42717667
254.42717667,1428156000,254.42717667,254.42717667,254.42717667
254.42717667,1428163200,254.42717667,254.42717667,254.42717667
254.42717667,1428170400,254.42717667,254.42717667,254.42717667
254.42717667,1428177600,254.42717667,254.42717667,254.42717667
254.42717667,1428184800,254.42717667,254.42717667,254.42717667
254.42717667,1428192000,254.42717667,254.42717667,254.42717667
252.07634469,1428199200,252.07634469,252.07634469,252.07634469
252.07634469,1428206400,252.07634469,252.07634469,252.07634469
252.07634469,1428213600,252.07634469,252.07634469,252.07634469
252.07634469,1428220800,252.07634469,252.07634469,252.07634469
252.07634469,1428228000,252.07634469,252.07634469,252.07634469
262.66977114,1428235200,262.66977114,252.11484022,252.11484022
252.36911,1428242400,252.36911,252.36911,252.36911
254.69622183,1428249600,257.515,254.69622183,257.08
254.69622183,1428256800,254.69622183,254.69622183,254.69622183
